uri,room_count,floor,max_floor,street,house_number,general_area,intersection,microdistrict,building_type,kitchen_area,living_area,condition,build_year,residential_complex,city,district,telephone,internet,balcony,is_balcony_glazed,door,bathroom,parking,furniture,floor_type,former_hostel,ceiling_height,bars_on_the_window,security,entry_phone,code_lock,alarm,video_security,video_entry_phone,concierge,exchange_possible,plastic_windows,non_angular,improved,rooms_isolated,studio_kitchen,kitchen_builtin,new_plumbing,pantry,counters,quiet_courtyard,air_conditioning,commercial_convenient,price,mortgaged,images_count,private_hostel,text
https://krisha.kz//a/show/666024533,3,2,3,nan,nan,62.0,Жандосова,Таугуль,кирпичный,nan,62.0,хорошее,1989,nan,Алматы,Ауэзовский,отдельный,через TV кабель,лоджия,True,металлическая,раздельный,гараж,полностью,линолеум,False,2.8,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,45000000,False,28,False,"Пластиковые окна, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор.
Вы давно планируете начать сдавать квартиру? То эта идеальный вариант! Уютная, светлая, теплая зимой и прохладная летом почти четырёхкомнатная квартира. По факту балкон лоджия является дополнительной просторной комнатой. Так как там свежий ремонт, яркое освещение и две батареи центрального отопления. большая кухня. Огромная площадка перед домом. Всегда есть парковочные места для гостей. А вам подарим кирпичный гараж во дворе. Оставим при необходимомти всю мебель. А именно прочный гарнитур с двухярусной подростковой кроватью, письменным столом и шкафом в детской спальне. Спальный гарнитур для хозяев и мягкая мебель в зале. Плюс новая софа и шкаф на лоджии. из дома прямой выезд на Жандосова шаймерденова и Шаляпина Момышулы. В квартире не курили, кошек собак не держали. Тараканов, моли, сороконожек и муравьев нет. Соседи культурные и вежливые люди. Детская площадка перед и за домом. Широкая лестничная площадка. Домофон и еженедельная влажная уборка подъезда. Все ком услуги оплачены. Двор асфльтирован, освещен фонарями. Рядом аптека, казахская гимназия 175, русская 158, несколько частных садов, Алматы мол с кинотеатром, мечеть, магазинчики и поликлиника 18. Кск рядом. Остановки рядом. торг уместен. Приходите в любое время. Будем рады. Уверены, что Вам понравится Ваша будущая квартира."
https://krisha.kz//a/show/668479970,2,7,10,Афцинао,4,54.5,Шаляпина,nan,монолитный,10.0,nan,хорошее,2017,Восход,Алматы,Ауэзовский,отдельный,оптика,балкон,False,бронированная,совмещенный,паркинг,частично,ламинат,False,2.9,False,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,39999999,False,10,False,"Пластиковые окна, тихий двор, неугловая, улучшенная, кухня-студия, встроенная кухня, новая сантехника, кладовка.
Продается 2-х комнатная квартира в тихом-спальном районе. 
Квартира уютная и очень теплая. 
Имеется большая гардеробная. 
В квартире прекрасная аура и энергетика, для счастливого проживания. 
Хорошая продуваемость, чистый воздух. 
Подойдет для небольшого состава семьи. 
Двор облагорожен, есть три детские площадки, футбольная и баскетбольная площадки, вход во двор с индивидуального ключа. 
Из окна отрывается прекрасный вид на речку и закат. Каждый день будете наслаждаться видом на город. 
Покупали в черновой отделке, ремонт делали качественно, на совесть. 
Продается всвязи с расширением. 
Посредников просьба не беспокоить."
https://krisha.kz//a/show/678824826,1,5,5,nan,nan,45.0,nan,Саялы 94,монолитный,10.0,36.0,хорошее,2019,nan,Алматы,Алатауский,есть возможность подключения,ADSL,балкон,False,металлическая,совмещенный,рядом охраняемая стоянка,nan,ламинат,False,2.9,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False,20500000,False,10,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, новая сантехника, кладовка, счётчики, тихий двор.
Продаю чистую квартиру, в связи с переездом в Нур-Султан. Рядом все есть: Школа, дет. сады., магазины, аптеки и т.п. Также, в подвале имеется 6 кв м. подсобки для хранения вещей."
https://krisha.kz//a/show/678324538,2,2,9,Жунисова,10,62.0,nan,nan,монолитный,10.0,nan,хорошее,2019,Alma City,Алматы,Наурызбайский,есть возможность подключения,nan,лоджия,True,бронированная,совмещенный,рядом охраняемая стоянка,nan,паркет,False,2.8,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,35000000,False,12,False,"Кондиционер, пластиковые окна, удобно под коммерцию, неугловая, улучшенная, новая сантехника, кладовка, счётчики, тихий двор.
Свежий Евроремонт. В квартире никто не жил. Продажа в связи с организацией свадьбы."
https://krisha.kz//a/show/678316844,4,5,5,nan,nan,74.8,Тлендиева Дуйсенова,Тастак-2,панельный,10.1,nan,хорошее,1983,nan,Алматы,Алмалинский,отдельный,проводной,балкон,True,металлическая,раздельный,nan,nan,линолеум,False,2.45,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,False,43000000,False,16,False,"Кондиционер, пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, кладовка, счётчики, тихий двор.
Продам 4 квартиру в хорошем состоянии, находящаяся в Алмамалинском районе тастак 2. Рядом в шаговой доступности школа детсады. На территории детская игровая площадка, зона отдыха со скамейками. Сама квартира частично мебелерованна, имеются два балкона оба застекленные, пластиковые окна, хорошая металлическая дверь, добротный межкомнатные двери, кладовка. Можно заезжать и жить. Делали все для себя! Новый хозяин ждем тебя!"
https://krisha.kz//a/show/678141514,3,1,5,nan,nan,56.0,Торайгырова Сайна,Орбита-3 36,панельный,7.0,nan,хорошее,1976,nan,Алматы,Бостандыкский,отдельный,через TV кабель,nan,False,металлическая,раздельный,паркинг,nan,ламинат,False,2.8,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,36700000,True,22,False,"Продаю идеальную квартиру. 
Евро ремонт(свежий) делали исключительно для себя. 
Дорогая корпусная мебель. 
Вся бытовая техника остаётся в придачу квартире (почти новое, в своё время покупали за 2 млн) Район очень спокойный. 
есть возможность сделать свою парковку. 
Развитая инфраструктура, в шаговой доступности садик, школа, университет, базар, мечеть, поликлиника и даже Мега на розыбакиева. 
Все идеально, просто нужно заехать с вещами и все) 
От квартиры не избавляемся, причина продажи в связи с переездом в другой город! 
Убедительная просьба риелторы не беспокоить! 
С продажей не тороплюсь цену ломать не нужно, Квартира соответствует своей цене! 
Квартиру можем показать в любое время, но нужно заранее звонить и договариваться!"
https://krisha.kz//a/show/676874776,1,2,9,Райымбека,590/1к6,33.5,nan,Шугыла,монолитный,9.8,16.0,хорошее,2021,Nurly Dala,Алматы,Наурызбайский,есть возможность подключения,ADSL,лоджия,True,металлическая,совмещенный,паркинг,полностью,ламинат,False,2.8,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,27000000,True,23,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, счётчики, тихий двор.
Срочно продаем 1 комнатную квартиру 33 кв. м, на 2-м этаже (9 этажный. дом). Расположен в ярком и современном, комфортном и практичном новом жилом районе Нурлы Дала (сдан в эксплуатацию в июне 2021г). Имеется закрытый двор с уютными местами для отдыха и прогулок. Современные и безопасные площадки для детей, уличные тренажеры и спортивные площадки. Большие и удобные парковки для жителей и гостей дома. квартира очень светлая, тёплая и уютная в идеальном состоянии. Пластиковые окна, неугловая, улучшенная, новая сантехника, счётчики, тихий двор. Стиральная машина, регуляторы температуры на батареи отопления, интернет, телефонная линия. Камера день/ночь с просмотром и записью на телефоне для всех членов семьи. квартира очень просторная. Можно при желании дополнительно разделить зал на две половины и сделать ещё одну жилую комнату, два входа на кухню. Имеется застекленная лоджия. В шаговой доступности вся инфраструктура: Рынок «Алтын орда», »7 Курдас», »Молл. Апорт», »Леруа Мерлен», »Барлык» и многое другое, строится новая школа и детский сад, уже в текущем году будут сданы в эксплуатацию. До конца года планируют открыть и станцию метро. квартира полностью готова к заезду и проживанию. документы в порядке и готовы к сделке. Оставляем всю мебель. Очень дружные и отзывчивые соседи. Проживание в этой квартире доставит Вам огромное удовольствие! Продаем в связи с переездом. пишите, номера: или. звонить можно только вечером, после 19:00."
https://krisha.kz//a/show/674503193,3,4,4,Кунаева,nan,56.3,Маметовой,nan,панельный,6.0,nan,хорошее,1971,nan,Алматы,Медеуский,nan,ADSL,балкон,True,бронированная,совмещенный,рядом охраняемая стоянка,nan,ламинат,False,2.6,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,40500000,False,22,False,"Пластиковые окна, комнаты изолированы, кухня-студия, встроенная кухня, новая сантехника, счётчики, тихий двор, кондиционер, удобно под коммерцию.
Продаём свою уютную трёшку в старом центре Алматы, вдалеке от суеты. Чем она хороша: 
- Удобное расположение, в шаговой доступности: Зелёный базар, Арбат, Панфилова, ЦУМ, ГУМ, ТЮЗ, детские школы, поликлиники, и так далее; 
- Скандинавский минимализм: белые ровные стены, пол ламинат, деревянные двери, бронированная входная дверь; новые шкафы, современная свежая кухня, новая ванна и сантехника; 
- Чистый подъезд, хорошие соседи; 
- Утепление снаружи квартиры: зимой тепло, летом комфортно; 
- Отремонтированная крыша, не течет ни в какой ливень- все проверено; 
- Два кондиционера; 
- Новые трубы, батареи и окна; 
- Экономичная квартплата; 
- БОльшая часть мебели остаётся- как говорится, въезжай и живи!"
https://krisha.kz//a/show/679371285,2,1,12,nan,nan,52.0,nan,Самал-3 12,монолитный,nan,nan,хорошее,1988,nan,Алматы,Медеуский,nan,nan,nan,False,nan,nan,nan,nan,nan,False,nan,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,46500000,False,8,False,Окна смотрят во двор. Первый этаж. Очень хорошее расположение. Кухня новая. Вся мебель остается
https://krisha.kz//a/show/677589216,1,3,9,nan,nan,42.0,nan,Аксай-2 57,панельный,9.0,nan,хорошее,1986,nan,Алматы,Ауэзовский,nan,оптика,nan,False,металлическая,совмещенный,рядом охраняемая стоянка,nan,линолеум,False,2.8,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,30000000,False,9,False,"Пластиковые окна, тихий двор, кондиционер, неугловая, улучшенная, комнаты изолированы, новая сантехника, кладовка, счётчики.
Тихий район, чистый двор после ремонта, отличные соседи. 
Расположение в квадрате: Сайна-Толе би- Момышулы- Маречека. 
Рядом несколько школ, детские сады, магазины, трц. 
Благодаря отличной транспортной доступности отсюда легко и быстро добраться в любую точку города. 
Не угловая, улучшенной планировки."
